3.0 5.0 8.5
-2.7662		-4.1377		-2.8532		-0.4878		1.8662		-0.7454		0.9460		0.2476		1.1439		-1.5203		2.1215		-5.5580		-4.0724		1.2285		
-3.9650		-4.9566		-0.3272		-2.2883		2.7071		0.5962		11.1357		1.5342		1.9412		2.5648		2.0472		-3.0320		-1.5464		-4.6824		
-4.9906		-1.1185		-6.7795		1.0098		-2.0601		-3.3883		-2.9803		-1.1016		0.1687		-3.8350		-0.1793		-9.4843		-7.9987		-7.3310		
-5.3818		-3.6979		-3.7402		-2.4126		0.9792		1.0787		3.0529		1.9377		1.6672		-0.7957		1.2640		-6.4450		-4.9594		-4.2917		
-2.9059		-3.4328		-3.4752		3.0605		1.2442		-1.3674		0.3240		1.6721		0.0474		-0.3485		0.1786		-6.1800		-4.6944		-4.0267		
-0.5325		-3.1349		6.6202		0.6322		6.9479		0.2910		6.2993		0.0004		-0.4092		0.2129		1.0150		-1.5717		3.1569		-2.7954		
1.2275		10.9187		0.1406		2.1796		4.8600		2.2485		5.4164		-1.0701		-1.1139		0.9834		2.4179		-2.5641		-1.0785		-0.4108		
-1.1680		1.5469		-1.7662		0.1691		1.0007		0.4638		1.9554		0.0172		0.6891		-0.3463		-0.3079		0.6131		1.5411		2.7664		
3.8043		1.6384		6.0441		2.2346		5.0104		2.3248		3.2026		-0.5357		-1.3483		0.2020		0.8970		0.4178		-0.1774		0.1902		
4.9044		-2.3398		-2.3822		0.0399		4.5228		-0.2744		1.4171		-0.2901		3.8758		-0.7563		-0.6655		-5.0870		-3.6013		1.3889		
0.3760		0.3526		1.4093		1.8918		1.2800		-0.3148		0.3618		0.4268		1.9251		0.6022		-1.4077		1.6994		9.9458		0.4624		
-2.4003		-3.9008		-3.9432		-2.5520		0.7762		-1.8354		-0.1439		5.8110		1.8479		-2.0977		1.6964		-6.6480		-5.1623		-3.5342		
-0.9108		-4.4278		-4.4702		-2.2613		-1.8498		-2.3624		-0.6709		2.3758		1.7878		-0.3833		2.9554		-7.1750		-5.6893		-4.2927		
3.5088		0.8399		2.7235		3.0475		5.1963		0.5502		4.3296		-0.7991		-0.3646		-0.5508		-0.1409		0.5853		2.2067		2.0621		
-4.9426		-5.4695		-5.5119		-3.5207		-0.7925		-3.4041		-1.7126		-0.4309		0.7461		-2.5674		0.1231		-8.2167		-6.7310		-6.0634		
-0.5609		-1.0879		-1.1303		0.8610		1.9931		0.9776		8.7695		-0.1988		1.0274		-0.9604		0.2259		-3.8351		-2.3494		-0.7497		
3.7339		3.2070		4.0394		1.6901		4.6650		-0.1680		6.1776		0.3184		-0.3331		-0.9468		-0.8109		0.4598		1.9455		2.6132		
-5.0065		-5.5335		-5.5758		-3.5846		8.7007		-3.4680		-1.7766		0.9364		5.6359		-2.6313		-1.0818		-8.2806		-6.7950		-3.8778		
1.9047		4.0093		1.3354		6.8612		6.0548		3.6205		5.1346		0.3614		2.4354		0.1407		-1.7476		-1.3694		0.1162		0.7839		
-5.6904		-6.2173		-6.2597		-4.2684		-1.5403		-4.1519		-2.4604		5.8115		2.9000		-3.3152		-0.8028		-8.9645		-7.4788		-5.8945		
-2.5977		-2.4424		-2.4848		-0.4935		-0.9353		1.6380		2.9992		1.1731		0.1992		2.5780		1.9706		-5.1896		-3.7039		0.9266		
0.9029		3.5042		3.4982		-0.8790		-2.1009		-0.3229		-0.1883		2.5933		-1.6835		2.3319		3.5395		3.4715		0.8696		5.4858		
-4.0790		0.4820		-3.9618		-1.9705		0.7576		-1.8540		-0.1625		4.5104		3.1724		-1.0173		-1.3233		-6.6666		-5.1809		-4.5133		
1.8343		4.0303		-4.0248		-0.4141		3.1127		3.5661		1.0170		-0.4903		0.8297		-0.6228		0.3443		-4.7064		-4.0118		3.4365		
7.0275		0.6443		6.2345		3.1935		6.0483		-0.7186		5.2693		-1.7854		1.9144		0.1431		-1.1820		2.8237		8.2614		2.0779		
-0.5345		-2.5017		-1.1038		5.8722		3.6156		-0.7825		5.4877		-1.0828		3.1823		0.0083		0.4114		-3.8086		-2.3229		-2.1346		
3.0232		2.5766		-2.4174		3.4091		4.7543		-0.3096		1.3818		-1.1602		0.3390		0.5271		1.4007		-5.1222		-3.6365		-3.8648		
-0.9549		-0.6052		0.9753		-1.4700		-2.3164		0.8202		-3.2720		3.9291		1.0244		3.9276		4.7565		2.1519		4.5592		-0.9524		
-0.6224		-0.6078		11.4296		1.6480		-1.5031		1.2130		-2.5470		3.1280		0.1994		1.9683		3.2358		-0.4072		-0.5303		0.1374		
1.4562		2.1014		2.4182		4.5270		9.9155		3.2732		8.6308		-0.2772		0.6435		-0.8185		-1.6553		2.1268		3.6124		1.8821		

