3.0 5.0 8.5
-0.7951		-1.2212		0.1879		-0.3990		-0.2684		-0.9237		0.3086		-0.2594		0.5501		0.4546		0.5470		2.1199		0.3376		-1.0997		
-1.3562		-1.6045		0.2329		-0.7718		-0.1108		-1.0910		0.1475		0.0847		0.6449		0.3836		1.2827		3.8182		0.0361		-1.5579		
-0.6644		-0.6658		1.1575		-0.4440		0.0639		0.0099		1.0969		0.9837		0.5468		0.3584		2.4556		6.4642		0.1642		-0.8693		
-0.3474		-0.6038		0.4113		0.1314		0.1871		1.1951		0.9312		0.5321		0.5527		0.7491		1.0133		1.8492		-0.5533		0.1308		
-0.4818		-0.9522		0.3741		-0.5742		-0.0066		-0.3793		0.1487		0.0191		0.1067		0.3567		0.7902		2.0072		-0.3805		0.5012		
-1.2706		-1.0839		-0.3324		-1.3466		-0.8505		-0.5633		-0.5693		-0.2661		-0.5518		-0.4145		0.5036		2.0665		-0.2062		0.1920		
0.0487		0.3236		0.0199		-1.1465		0.1529		0.8949		-0.1642		1.2778		-0.4542		0.0263		1.6922		4.6570		1.0921		3.2347		
-1.1683		-0.0316		-0.4636		-0.7799		-0.3584		1.2684		-0.3052		0.7247		1.1059		0.0368		0.4968		0.7532		1.1505		1.4453		
-0.2111		0.0201		-0.6271		-0.3463		0.8523		0.8936		-0.4597		-0.6042		-0.9086		0.0010		-0.4820		-0.3073		-1.3801		0.5886		
-0.0716		0.0271		-0.6625		-0.0949		0.2180		0.5903		-0.0821		-0.5131		-0.3323		-0.4063		-1.5540		-1.8260		0.2466		0.0962		
-0.0580		0.1763		-0.5244		-0.3376		0.3776		0.5519		-0.1513		-0.0548		0.1218		-0.9310		-1.3496		-2.0072		0.2694		0.9284		
-0.3073		-0.1040		-0.4439		0.0410		0.7966		0.4725		0.2751		-0.4178		-0.0280		0.1095		-0.9500		0.7017		-0.2370		-0.0664		
0.0138		0.3734		-0.7373		-0.3569		0.1183		0.9906		-0.1592		-0.6152		-0.9662		-0.2086		-0.2937		0.3039		0.1902		1.8193		
0.0655		0.3091		-0.7540		-0.7293		0.1644		1.3549		-0.8334		0.0206		-0.4993		-0.3240		-0.0882		-0.2003		-0.1683		2.4427		
0.6551		-0.3280		0.4778		0.4390		0.8639		0.0019		0.5281		-0.5022		0.4073		0.0111		-1.4358		-1.7207		-0.3149		-0.5390		
0.9456		-0.2424		-0.6181		-0.1033		0.7940		-0.2435		0.3880		-0.7610		-0.5682		-0.7073		-1.9700		-1.6535		-0.4332		0.1649		
1.8798		0.9703		-0.5430		-0.3984		1.2641		1.5173		0.0299		0.0040		0.0621		-1.4689		-1.5436		-2.6547		-0.2258		1.9614		
1.0355		0.7132		-1.3274		0.2187		2.1084		0.7046		1.3094		-0.2522		-0.6237		-0.6846		-2.4210		-1.9947		0.2788		1.1442		
1.0255		0.3220		-0.0942		0.3746		1.7403		0.2435		0.8172		-0.2674		-0.3939		-0.7701		-2.3408		-1.3451		-0.0048		0.7917		
-0.0085		0.1453		0.4119		-0.0268		-1.8428		0.1843		-0.1848		0.1429		-2.2032		1.4617		0.9158		2.7939		0.2080		0.1836		
0.0356		1.2204		-0.0458		-1.1432		-1.4737		0.3768		-0.1993		0.6750		-1.8847		0.9206		1.0394		0.5806		0.5160		1.7319		
-0.2070		0.9106		-0.2901		-1.4632		-1.1380		0.2338		-0.2102		0.2327		-1.4662		0.1031		0.5665		0.0580		0.3086		1.7251		
-0.3746		-1.3241		0.0063		-0.0565		0.7798		0.7009		0.1436		0.3629		0.3999		0.7555		0.3169		2.8026		0.2755		-0.0208		
1.0521		2.4701		0.2108		-0.1858		1.4981		2.6272		-0.7742		0.2712		1.8765		-1.8823		-1.1970		-3.7647		-0.0293		2.1916		
0.0766		-0.5719		-0.2866		-0.4134		-0.5513		-0.3428		-0.9988		-0.8294		-0.3077		-0.9845		-1.1186		-1.5674		-0.1768		-0.4703		
-0.1811		-0.7082		-0.5915		-0.4444		-0.5364		-0.4428		-0.6433		-0.9570		-0.3166		-0.5693		-1.0680		-1.3255		-0.0991		-0.6826		
-0.2712		-0.5921		-0.6146		-0.4136		-0.5303		-0.4987		-0.4401		-1.2107		-0.2261		-0.3859		-1.0204		-0.9059		0.1554		-0.4740		
-0.8362		-0.8662		-0.6158		-0.5990		-0.1578		-0.4997		-0.2372		-1.0992		0.0575		-0.1137		-0.3932		1.5549		0.3088		-0.2087		
-0.2506		0.1930		-0.7432		-0.4357		0.2773		1.1353		-0.0515		-0.6582		-0.5771		-0.1604		-0.1895		0.9883		1.2777		2.1215		
0.4243		0.4695		-1.4015		-0.3991		1.4768		0.7908		0.1479		0.0338		-0.3896		-1.0691		-2.0114		-1.6292		0.2475		1.2693		

-0.6993		-0.8438		-0.0136		-0.5190		-0.1121		-0.4310		-0.0800		-0.1032		0.1224		0.1321		0.1541		0.6282		0.3186		-0.5705		
-0.9892		-1.0101		-0.2986		-0.6278		-0.1936		-0.4266		-0.3443		-0.3100		0.0884		0.1341		0.0801		0.7386		0.3471		-0.7524		
-0.3258		-0.3759		0.2913		0.0474		0.3551		0.2889		0.5833		0.5283		0.4746		1.1782		0.6580		1.7126		0.9657		0.0340		
0.1034		0.0189		0.4598		0.0351		0.0231		0.2809		0.5877		0.4834		0.5108		0.7921		0.8911		1.2822		1.1546		0.1278		
-0.4151		-0.4124		-0.2174		-0.5002		-0.0014		0.3957		-0.1594		-0.1800		-0.2332		0.0683		0.3078		0.7688		0.1177		0.4166		
-0.9099		-0.8126		-0.7237		-0.9802		-0.4098		0.0732		-0.6426		-0.5596		-0.7243		-0.4255		-0.0766		0.6587		-0.2592		0.0983		
0.1253		0.5720		0.0062		-0.3560		0.4016		1.2744		-0.0705		0.0929		-0.6605		0.1075		1.1967		2.0654		0.4238		1.4909		
-0.1742		-0.1410		-0.1778		-0.3194		0.0671		0.5710		-0.0640		0.0152		0.1061		0.2090		0.3202		1.2942		0.6520		1.0864		
-0.2455		0.0242		-0.1622		-0.3934		0.3951		0.9200		-0.1776		-0.1595		-0.1595		0.0471		0.0470		-0.0359		-0.4912		0.6498		
-0.1796		-0.0724		-0.3367		-0.5107		-0.1198		0.1492		-0.2203		-0.3937		-0.2171		-0.2912		-0.6250		-0.1756		0.1687		1.0384		
-0.2058		0.0757		-0.3295		-0.4090		0.0068		0.2404		-0.1424		-0.2723		-0.0512		-0.0585		-0.4727		-0.2208		0.2324		0.9552		
0.0502		0.1593		-0.2395		-0.2934		0.1021		0.4062		-0.1077		-0.1795		0.0340		-0.1587		-0.4204		-0.4689		0.5336		1.0834		
0.1949		0.1868		-0.1155		-0.3967		0.0405		0.5715		-0.1102		-0.1144		-0.2169		-0.2652		-0.2890		-0.0463		0.5323		1.4983		
0.1508		0.2083		-0.1693		-0.4043		0.0679		0.5166		0.0134		-0.1314		-0.2867		-0.3163		-0.2524		-0.0222		0.6016		1.3597		
0.4355		0.1683		-0.1486		-0.0950		0.4941		0.2717		0.2992		-0.2535		0.0440		-0.6095		-1.2215		-1.0012		0.4840		0.8086		
0.2130		0.1205		-0.5003		-0.4738		0.3001		0.4696		-0.0927		-0.4266		-0.2325		-1.0047		-1.3248		-1.3393		0.2246		0.7953		
0.6158		0.4271		-0.0429		-0.1344		0.6053		0.5706		0.2182		-0.0880		0.4018		-0.6954		-0.5796		-0.6452		0.4802		0.8720		
0.2385		0.5726		-0.0714		-0.3403		0.4982		1.1150		-0.0137		-0.0577		-0.2088		-0.6499		-0.5850		-0.2826		0.5272		1.6625		
0.3103		0.5623		-0.3782		-0.2838		0.6660		1.1733		0.1096		0.0051		-0.1652		-0.6295		-0.6881		-0.6789		0.6594		1.4654		
-0.0127		0.2497		-0.0601		-0.7639		-0.4818		-0.0701		-0.0251		-0.0569		-0.5356		-0.1826		0.0673		-0.0368		0.5645		1.0179		
0.1043		0.2288		-0.0199		-0.5589		-0.1671		0.1541		-0.0654		-0.1312		-0.4486		-0.4468		-0.2219		-0.1973		0.4329		1.2664		
-0.0867		0.0317		-0.2851		-0.7133		-0.2086		0.0518		-0.2331		-0.2604		-0.5160		-0.6108		-0.4051		-0.3933		0.1891		1.0456		
-0.0850		-0.0816		-0.3638		-0.2799		0.0739		0.2584		-0.2196		-0.2725		0.0308		0.5181		-0.2828		1.0443		0.0435		0.2815		
0.2403		0.1562		0.4316		0.2837		1.2890		1.6550		0.6340		0.3944		1.4356		0.1956		0.0094		0.5828		0.6861		3.2297		
-0.7039		-0.8858		-0.3679		-0.8558		-0.5514		-0.5651		-0.2857		-0.4396		-0.4179		-0.3313		-0.4728		-0.1567		-0.1098		-0.3782		
-0.6988		-0.8655		-0.3673		-0.8457		-0.5317		-0.5507		-0.3384		-0.4964		-0.4147		-0.3707		-0.5182		-0.1161		-0.1214		-0.3111		
-0.7194		-0.8906		-0.3178		-0.8202		-0.5488		-0.5777		-0.3402		-0.4551		-0.3951		-0.3138		-0.5003		-0.1274		-0.1252		-0.4018		
-0.7033		-0.8822		-0.3968		-0.7975		-0.5552		-0.5598		-0.3538		-0.4372		-0.3282		-0.2866		-0.5071		-0.3340		-0.1273		-0.4403		
0.1823		0.1382		-0.1583		-0.4176		0.0949		0.6547		-0.1038		0.0064		-0.1966		-0.2402		-0.2770		-0.1185		0.3910		1.4139		
0.1166		0.3949		-0.3500		-0.4611		0.3206		0.9429		-0.1450		-0.2508		-0.4096		-0.7559		-0.7548		-0.6793		0.3524		1.4919		

